region,length_days,time_begin,day_begin,time_end,day_end,block_intensity,longitude_onset,latitude_onset,block_size,season,month,blocking_year,event_id
1,6.0,0,6,0,12,5.4,-160.0,40.0,,3,1,1968,0
1,13.0,0,18,0,31,4.51,-150.0,45.0,,3,1,1968,1
0,11.0,0,31,0,11,3.31,-20.0,50.0,,3,1,1968,2
0,16.0,0,8,0,24,3.52,30.0,55.0,,3,2,1968,3
0,12.0,0,10,0,22,3.68,-30.0,47.5,,3,2,1968,4
0,9.0,0,27,0,6,2.71,-50.0,45.0,,3,2,1968,5
0,9.0,0,15,0,24,3.93,20.0,65.0,,3,3,1968,6
0,10.0,0,4,0,14,3.82,0.0,55.0,,4,4,1968,7
0,5.0,0,21,0,26,2.27,0.0,70.0,,4,5,1968,8
0,6.0,0,29,0,4,2.46,-30.0,65.0,,4,5,1968,9
0,7.0,0,5,0,12,1.19,-10.0,45.0,,4,6,1968,10
1,15.0,0,7,0,22,3.86,-130.0,55.0,,4,6,1968,11
0,12.0,0,18,0,30,2.15,20.0,60.0,,4,6,1968,12
1,11.0,0,16,0,27,1.77,-140.0,65.0,,1,7,1968,13
1,8.0,0,6,0,14,2.38,-150.0,55.0,,1,8,1968,14
0,7.0,0,7,0,14,2.84,-10.0,65.0,,1,8,1968,15
0,24.0,0,25,0,18,2.75,-20.0,45.0,,1,9,1968,16
0,5.0,0,5,0,10,3.71,-30.0,65.0,,2,10,1968,17
0,8.0,0,29,0,7,2.62,30.0,60.0,,2,10,1968,18
0,7.0,0,12,0,19,3.73,0.0,65.0,,2,11,1968,19
0,25.0,0,13,0,7,3.72,0.0,55.0,,2,12,1968,20
1,10.0,0,19,0,29,4.47,-150.0,50.0,,2,12,1968,21
0,5.0,0,29,0,4,4.75,20.0,65.0,,2,12,1968,22
0,5.0,0,21,0,26,5.34,10.0,55.0,,3,1,1969,23
0,7.0,0,30,0,6,3.93,-40.0,50.0,,3,1,1969,24
0,5.0,0,4,0,9,4.45,-50.0,40.0,,3,2,1969,25
1,5.0,0,8,0,13,5.06,-110.0,37.5,,3,2,1969,26
1,7.0,0,24,0,3,4.74,-120.0,47.5,,3,2,1969,27
0,10.0,0,8,0,18,3.77,-30.0,55.0,,3,3,1969,28
0,18.0,0,23,0,10,3.39,-30.0,50.0,,3,3,1969,29
0,16.0,0,27,0,15,3.45,40.0,60.0,,3,3,1969,30
0,9.0,0,17,0,26,2.46,-10.0,57.5,,4,6,1969,31
0,5.0,0,30,0,4,2.58,-20.0,40.0,,4,6,1969,32
2,16.0,0,9,0,25,1.91,40.0,52.5,,1,7,1969,33
0,24.0,0,25,0,19,3.15,20.0,50.0,,1,7,1969,34
0,7.0,0,7,0,14,2.0,10.0,55.0,,1,9,1969,35
0,12.0,0,9,0,21,4.11,10.0,55.0,,2,10,1969,36
1,5.0,0,12,0,17,4.56,-130.0,47.5,,2,10,1969,37
0,18.0,0,21,0,9,4.62,-40.0,45.0,,2,11,1969,38
1,5.0,0,28,0,3,5.53,-120.0,42.5,,2,11,1969,39
1,5.0,0,17,0,22,3.44,-130.0,57.5,,2,12,1969,40
0,6.0,0,9,0,15,5.88,10.0,50.0,,3,1,1970,41
0,9.0,0,2,0,11,4.99,-10.0,55.0,,3,2,1970,42
0,6.0,0,4,0,10,3.44,-10.0,45.0,,3,3,1970,43
0,6.0,0,28,0,6,3.26,0.0,65.0,,3,3,1970,44
0,5.0,0,10,0,15,2.65,-10.0,55.0,,4,4,1970,45
0,5.0,0,14,0,19,1.83,-50.0,45.0,,4,4,1970,46
0,16.0,0,3,0,19,2.53,0.0,55.0,,4,5,1970,47
0,6.0,0,15,0,21,2.28,-40.0,45.0,,4,5,1970,48
0,6.0,0,27,0,2,3.96,40.0,52.5,,4,5,1970,49
0,9.0,0,4,1,13,3.04,-10.0,62.5,,4,6,1970,50
1,5.0,0,20,0,25,2.63,-130.0,60.0,,4,6,1970,51
2,6.0,0,16,0,22,2.19,40.0,45.0,,1,7,1970,52
0,5.0,0,29,0,4,1.32,20.0,50.0,,1,7,1970,53
0,8.0,0,9,0,17,3.25,20.0,45.0,,2,10,1970,54
0,6.0,0,17,0,23,3.5,-50.0,40.0,,2,10,1970,55
2,5.0,0,27,0,7,3.23,-80.0,55.0,,2,10,1970,56
1,8.0,0,21,0,29,5.22,-170.0,35.0,,2,11,1970,57
1,9.0,0,31,0,9,3.61,-120.0,50.0,,2,11,1970,58
0,8.0,0,6,0,14,4.22,-20.0,40.0,,2,12,1970,59
0,7.0,0,18,0,25,3.26,40.0,60.0,,2,12,1970,60
0,18.0,0,18,0,5,3.86,-10.0,45.0,,2,12,1970,61
1,15.0,0,18,0,2,4.61,-160.0,55.0,1992.3,3,1,1971,62
0,7.0,0,20,0,27,1.85,20.0,45.0,1577.4,3,1,1971,63
0,20.0,0,28,0,17,4.52,-10.0,60.0,2594.3,3,1,1971,64
0,5.0,0,20,0,25,4.0,30.0,60.0,2102.4,3,2,1971,65
1,5.0,0,22,0,27,5.74,-170.0,55.0,1965.7,3,2,1971,66
